TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0600 316.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0590 038.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 408.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 638.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0601 111.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0590 004.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 420.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 610.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0587 291.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 176.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 096.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 346.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0597 291.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0595 141.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0586 096.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0598 176.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0590 010.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0591 203.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 434.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 604.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 138.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0603 216.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0602 011.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0586 041.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 104.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0597 246.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0595 196.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 041.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 391.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0592 303.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 110.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0587 246.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0601 461.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 178.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 348.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0600 114.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0601 313.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0600 100.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 144.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 294.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 374.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0587 093.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0599 173.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0600 128.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0586 280.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0590 206.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 406.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0591 001.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0586 294.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0589 173.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 150.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 280.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 360.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0597 093.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0589 198.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0597 078.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0603 014.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0587 078.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0602 213.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0599 198.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 448.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0597 044.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 460.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 306.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 531.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0587 050.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0603 028.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0586 243.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0587 044.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0592 101.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 193.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 243.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0597 050.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0593 474.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0600 060.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0598 228.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0601 273.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0600 074.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 228.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 018.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0595 223.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 200.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0589 013.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0594 030.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0598 214.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0591 161.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0596 486.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0588 566.jpg,bitter_dock
TRAIN,gs://evident-minutia-180203-vcm/data_224x224_split/train/bitter_dock/IMG_0599 013.jpg,bitter_dock
